what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650254249
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650254343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650274376
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650276860
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650279470
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650279485
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1244650288924
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1244650295862
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1244650299409
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650304643
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650304643
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650304753
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650322645
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1244650363788
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1244650364866
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650413010
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650415307
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650425214
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650448669
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244650451107
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1244650458201
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650459342
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650465670
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1244650468577
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1244650469311
